fold,level,hierarchy,class,precision,recall,f1,support
P6,well,guide,gyrB_1,0.0,0.0,0.0,1
P6,well,guide,gyrB_2,0.0,0.0,0.0,1
P6,well,guide,gyrB_3,0.0,0.0,0.0,1
P6,well,guide,lptA_1,0.0,0.0,0.0,1
P6,well,guide,lptA_2,1.0,1.0,1.0,1
P6,well,guide,lptA_3,0.0,0.0,0.0,1
P6,well,guide,lptC_1,0.0,0.0,0.0,1
P6,well,guide,lptC_2,0.0,0.0,0.0,1
P6,well,guide,lptC_3,0.0,0.0,0.0,1
P6,well,guide,lpxA_1,0.0,0.0,0.0,1
P6,well,guide,lpxA_2,0.0,0.0,0.0,1
P6,well,guide,lpxA_3,0.0,0.0,0.0,1
P6,well,guide,lpxC_1,0.0,0.0,0.0,1
P6,well,guide,lpxC_2,1.0,1.0,1.0,1
P6,well,guide,lpxC_3,0.5,1.0,0.6666666666666666,1
P6,well,guide,mrcA_1,0.0,0.0,0.0,1
P6,well,guide,mrcA_2,0.07142857142857142,1.0,0.13333333333333333,1
P6,well,guide,mrcA_3,1.0,1.0,1.0,1
P6,well,guide,mrcB_1,0.0,0.0,0.0,1
P6,well,guide,mrcB_2,0.0,0.0,0.0,1
P6,well,guide,mrcB_3,0.0,0.0,0.0,1
P6,well,guide,mrdA_1,0.5,1.0,0.6666666666666666,1
P6,well,guide,mrdA_2,0.0,0.0,0.0,1
P6,well,guide,mrdA_3,1.0,1.0,1.0,1
P6,well,guide,msbA_1,0.0,0.0,0.0,1
P6,well,guide,msbA_2,0.0,0.0,0.0,1
P6,well,guide,msbA_3,0.0,0.0,0.0,1
P6,well,guide,murA_1,0.0,0.0,0.0,1
P6,well,guide,murA_2,0.5,1.0,0.6666666666666666,1
P6,well,guide,murA_3,0.0,0.0,0.0,1
P6,well,guide,murC_1,0.0,0.0,0.0,1
P6,well,guide,murC_2,0.0,0.0,0.0,1
P6,well,guide,murC_3,0.0,0.0,0.0,1
P6,well,guide,parC_1,0.0,0.0,0.0,1
P6,well,guide,parC_2,0.0,0.0,0.0,1
P6,well,guide,parC_3,0.0,0.0,0.0,1
P6,well,guide,parE_1,0.0,0.0,0.0,1
P6,well,guide,parE_2,0.0,0.0,0.0,1
P6,well,guide,parE_3,0.0,0.0,0.0,1
P6,well,guide,rplA_1,0.0,0.0,0.0,1
P6,well,guide,rplA_2,0.0,0.0,0.0,1
P6,well,guide,rplA_3,0.0,0.0,0.0,1
P6,well,guide,rplC_1,1.0,1.0,1.0,1
P6,well,guide,rplC_2,0.25,1.0,0.4,1
P6,well,guide,rplC_3,0.0,0.0,0.0,1
P6,well,guide,rpoA_1,1.0,1.0,1.0,1
P6,well,guide,rpoA_2,0.25,1.0,0.4,1
P6,well,guide,rpoA_3,1.0,1.0,1.0,1
P6,well,guide,rpoB_1,0.0,0.0,0.0,1
P6,well,guide,rpoB_2,0.0,0.0,0.0,1
P6,well,guide,rpoB_3,0.3333333333333333,1.0,0.5,1
P6,well,guide,rpsA_1,0.0,0.0,0.0,1
P6,well,guide,rpsA_2,0.0,0.0,0.0,1
P6,well,guide,rpsA_3,0.0,0.0,0.0,1
P6,well,guide,rpsL_1,0.0,0.0,0.0,1
P6,well,guide,rpsL_2,0.0,0.0,0.0,1
P6,well,guide,rpsL_3,0.0,0.0,0.0,1
P6,well,guide,secA_1,0.0,0.0,0.0,1
P6,well,guide,secA_2,0.25,1.0,0.4,1
P6,well,guide,secA_3,0.5,1.0,0.6666666666666666,1
P6,well,guide,secY_1,0.0,0.0,0.0,1
P6,well,guide,secY_2,0.0,0.0,0.0,1
P6,well,guide,secY_3,0.0,0.0,0.0,1
P6,well,gene,NC,1.0,0.16666666666666666,0.2857142857142857,6
P6,well,gene,WT NC,1.0,0.6666666666666666,0.8,6
P6,well,gene,dnaB,0.0,0.0,0.0,3
P6,well,gene,dnaE,0.0,0.0,0.0,3
P6,well,gene,folA,0.3333333333333333,1.0,0.5,3
P6,well,gene,folP,0.0,0.0,0.0,3
P6,well,gene,ftsI,0.0,0.0,0.0,3
P6,well,gene,ftsZ,1.0,1.0,1.0,3
P6,well,gene,gyrA,0.16666666666666666,0.3333333333333333,0.2222222222222222,3
P6,well,gene,gyrB,0.0,0.0,0.0,3
P6,well,gene,lptA,1.0,0.3333333333333333,0.5,3
P6,well,gene,lptC,0.6,1.0,0.75,3
P6,well,gene,lpxA,0.0,0.0,0.0,3
P6,well,gene,lpxC,1.0,1.0,1.0,3
P6,well,gene,mrcA,0.13333333333333333,0.6666666666666666,0.2222222222222222,3
P6,well,gene,mrcB,0.0,0.0,0.0,3
P6,well,gene,mrdA,1.0,1.0,1.0,3
P6,well,gene,msbA,0.0,0.0,0.0,3
P6,well,gene,murA,1.0,0.6666666666666666,0.8,3
P6,well,gene,murC,0.6,1.0,0.75,3
P6,well,gene,parC,0.0,0.0,0.0,3
P6,well,gene,parE,0.0,0.0,0.0,3
P6,well,gene,rplA,0.5,0.3333333333333333,0.4,3
P6,well,gene,rplC,0.6,1.0,0.75,3
P6,well,gene,rpoA,0.5,1.0,0.6666666666666666,3
P6,well,gene,rpoB,1.0,1.0,1.0,3
P6,well,gene,rpsA,0.0,0.0,0.0,3
P6,well,gene,rpsL,0.42857142857142855,1.0,0.6,3
P6,well,gene,secA,0.3333333333333333,0.6666666666666666,0.4444444444444444,3
P6,well,gene,secY,0.0,0.0,0.0,3
P6,well,pathway,10-formyltetrahydrofolate biosynthetic process,0.3333333333333333,1.0,0.5,3
P6,well,pathway,DNA replication,0.0,0.0,0.0,3
P6,well,pathway,DNA topological change,0.5,0.5,0.5,6
P6,well,pathway,DNA-templated DNA replication,0.0,0.0,0.0,3
P6,well,pathway,Gram-negative-bacterium-type cell outer membrane assembly,0.8333333333333334,0.8333333333333334,0.8333333333333334,6
P6,well,pathway,WT NC,1.0,0.4166666666666667,0.5882352941176471,12
P6,well,pathway,bacterial-type flagellum assembly,0.6666666666666666,1.0,0.8,6
P6,well,pathway,cell division,1.0,0.8333333333333334,0.9090909090909091,12
P6,well,pathway,cell wall organization,0.2777777777777778,0.8333333333333334,0.4166666666666667,6
P6,well,pathway,cell wall repair,0.0,0.0,0.0,3
P6,well,pathway,chromosome organization,0.0,0.0,0.0,3
P6,well,pathway,chromosome segregation,0.0,0.0,0.0,3
P6,well,pathway,cytoplasmic translation,0.5882352941176471,0.8333333333333334,0.6896551724137931,12
P6,well,pathway,folic acid biosynthetic process,0.0,0.0,0.0,3
P6,well,pathway,intracellular protein transmembrane transport,0.2857142857142857,0.3333333333333333,0.3076923076923077,6
P6,well,pathway,lipid A biosynthetic process,0.75,0.5,0.6,6
P6,well,pathway,lipid translocation,0.0,0.0,0.0,3
P6,well,family,Cell wall,0.23809523809523808,0.5555555555555556,0.3333333333333333,9
P6,well,family,DNA,0.0,0.0,0.0,6
P6,well,family,Folate,0.3333333333333333,0.5,0.4,6
P6,well,family,Fts,1.0,0.5,0.6666666666666666,6
P6,well,family,Gyrase,0.5,0.5,0.5,6
P6,well,family,LPS,0.8333333333333334,0.8333333333333334,0.8333333333333334,6
P6,well,family,Lipid,0.0,0.0,0.0,3
P6,well,family,Lipid A,0.75,0.5,0.6,6
P6,well,family,Mur,0.7142857142857143,0.8333333333333334,0.7692307692307693,6
P6,well,family,RNAP,0.6666666666666666,1.0,0.8,6
P6,well,family,Ribosome,0.5882352941176471,0.8333333333333334,0.6896551724137931,12
P6,well,family,Secretion,0.2857142857142857,0.3333333333333333,0.3076923076923077,6
P6,well,family,TopoIV,0.0,0.0,0.0,6
P6,well,family,Unknown,1.0,0.4166666666666667,0.5882352941176471,12
